transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
T000118,C0057,P016,2025-12-23,5,74.69,373.46
T000115,C0107,P013,2025-12-23,9,18.73,168.55
T000920,C0050,P032,2025-12-24,8,316.54,2532.31
T000221,C0005,P039,2025-12-24,8,139.51,1116.06
T000027,C0120,P028,2025-12-25,4,498.93,1995.72
T000396,C0018,P007,2025-12-25,6,137.9,827.39
T000158,C0037,P020,2025-12-25,6,210.74,1264.43
T000303,C0042,P043,2025-12-26,3,163.14,489.43
T000298,C0009,P012,2025-12-27,4,333.88,1335.53
T000165,C0115,P047,2025-12-27,3,403.8,1211.4
T000110,C0069,P029,2025-12-27,9,46.8,421.21
T000730,C0015,P022,2025-12-27,2,65.13,130.26
T000885,C0015,P036,2025-12-27,7,362.61,2538.28
T000503,C0030,P046,2025-12-27,8,345.84,2766.75
T000640,C0111,P029,2025-12-27,3,80.27,240.8
T000170,C0138,P020,2025-12-28,1,13.76,13.76
T000492,C0059,P008,2025-12-28,1,381.12,381.12
T000996,C0037,P046,2025-12-29,1,55.31,55.31
T000196,C0195,P035,2025-12-30,9,352.99,3176.92
T000071,C0044,P021,2025-12-30,1,253.69,253.69
T000491,C0142,P023,2025-12-30,3,303.83,911.49
T000477,C0138,P040,2025-12-30,1,310.26,310.26
